<a href="../../opendoc/openDocument.jsp?iDocID=klUIcZcACRyJMCYATwIAISg1r4Y&sIDType=CUID&sType=pdf&sWindow=Same" title="Link to B0149 Report Description" target="_self" nav="doc">B0149: Positions by Funding Source as of AUG 2022</a>

Execution Date: 8/2/22

Org Unit	Org Unit Desc	Position	Position Desc	Applcn of Fund	Fund	Funding Source	Cost Center	Valid From	Valid To	Fund %	Budgeted Amount	Salaried Amount	Difference Budget Amt & Salary Amt	 PT FTE Positions	 FT FTE Positions	Total FTE Positions
21023859	NCR NAT DPR WD Lake James SP	60096015	SecurityCoord*GN04	14800	461680001	Appropriated	4654500000	7/1/15	12/31/99	100.00	5,000.00	33,280.00	-28,280.00		1.000	1.000
21023859	NCR NAT DPR WD Lake James SP	60096031	SecurityGuard*GN03	14800	461680001	Appropriated	4654500000	7/1/15	12/31/99	100.00	5,000.00	29,120.00	-24,120.00		1.000	1.000
21023859	NCR NAT DPR WD Lake James SP	60096032	SecurityGuard*GN03	14800	461680001	Appropriated	4654500000	7/1/15	12/31/99	100.00	5,000.00	29,120.00	-24,120.00		1.000	1.000
21023859	NCR NAT DPR WD Lake James SP	60096036	SecurityGuard*GN03	14800	461680001	Appropriated	4654500000	7/1/15	12/31/99	100.00	5,000.00	29,120.00	-24,120.00		1.000	1.000
21023859	NCR NAT DPR WD Lake James SP	60096113	SecurityGuard*GN03	14800	461680001	Appropriated	4654500000	7/1/15	12/31/99	100.00	5,000.00	29,120.00	-24,120.00		1.000	1.000
21023859	NCR NAT DPR WD Lake James SP	60096116	SecurityGuard*GN03	14800	461680001	Appropriated	4654500000	7/1/15	12/31/99	100.00	5,000.00	0.00	5,000.00		1.000	1.000
21023859	NCR NAT DPR WD Lake James SP	60096117	SecurityGuard*GN03	14800	461680001	Appropriated	4654500000	7/1/15	12/31/99	100.00	5,000.00	0.00	5,000.00		1.000	1.000
21023859	NCR NAT DPR WD Lake James SP	60096118	SecurityGuard*GN03	14800	461680001	Appropriated	4654500000	7/1/15	12/31/99	100.00	5,000.00	0.00	5,000.00		1.000	1.000
21023859	NCR NAT DPR WD Lake James SP	60096162	AdminAssoc1*GN03	14800	461680001	Appropriated	4654500000	7/1/15	12/31/99	100.00	5,000.00	29,120.00	-24,120.00		1.000	1.000
21023859	NCR NAT DPR WD Lake James SP	60096163	AdminAssoc1*GN03	14800	461680001	Appropriated	4654500000	7/1/15	12/31/99	100.00	5,000.00	24,960.00	-19,960.00		1.000	1.000
21023859	NCR NAT DPR WD Lake James SP	65006900	Park Ranger II	14800	461680001	Appropriated	4654500000	7/1/22	12/31/99	100.00	47,730.00	47,730.00	0.00		1.000	1.000
21023859	NCR NAT DPR WD Lake James SP	65031802	Park Ranger II	14800	461680001	Appropriated	4654000000	7/1/22	12/31/99	100.00	44,271.00	44,271.00	0.00		1.000	1.000
21023859	NCR NAT DPR WD Lake James SP	65031803	Administrative Specialist I	14800	461680001	Appropriated	4654000000	7/1/22	12/31/99	100.00	32,292.00	32,292.00	0.00		1.000	1.000
21023860	NCR NAT DPR SD Lake Norman SP	60032849	Parks Superintendent III	14800	461680001	Appropriated	4654300000	7/1/22	12/31/99	100.00	56,798.00	56,798.00	0.00		1.000	1.000
21023860	NCR NAT DPR SD Lake Norman SP	60032870	Park Ranger II	14800	461680001	Appropriated	4654300000	7/1/22	12/31/99	100.00	43,496.00	43,496.00	0.00		1.000	1.000
21023860	NCR NAT DPR SD Lake Norman SP	60032871	Park Ranger I	14800	461680001	Appropriated	4654300000	7/1/22	12/31/99	100.00	37,590.00	37,590.00	0.00		1.000	1.000
21023860	NCR NAT DPR SD Lake Norman SP	60032992	Administrative Specialist I	14800	461680001	Appropriated	4654300000	7/1/22	12/31/99	100.00	38,063.00	38,063.00	0.00		1.000	1.000
21023860	NCR NAT DPR SD Lake Norman SP	60033142	Park Ranger I	14800	461680001	Appropriated	4654300000	7/1/22	12/31/99	100.00	38,530.00	38,530.00	0.00		1.000	1.000
21023860	NCR NAT DPR SD Lake Norman SP	60095378	GUW*GN04	14800	461680001	Appropriated	4654300000	2/19/22	12/31/99	100.00	24,960.00	24,960.00	0.00		1.000	1.000
21023860	NCR NAT DPR SD Lake Norman SP	60095379	GUW*GN04	14800	461680001	Appropriated	4654300000	2/19/22	12/31/99	100.00	24,960.00	0.00	24,960.00		1.000	1.000
21023860	NCR NAT DPR SD Lake Norman SP	60095380	GUW*GN03	14800	461680001	Appropriated	4654300000	4/7/18	12/31/99	100.00	16,640.00	24,960.00	-8,320.00		1.000	1.000
21023860	NCR NAT DPR SD Lake Norman SP	60095381	AdminAssoc1*GN03	14800	461680001	Appropriated	4654300000	7/1/15	12/31/99	100.00	3,846.00	29,120.00	-25,274.00		1.000	1.000
21023860	NCR NAT DPR SD Lake Norman SP	60095382	AdminSpec1*GN06	14800	461680001	Appropriated	4654300000	4/7/18	12/31/99	100.00	16,640.00	24,960.00	-8,320.00		1.000	1.000
21023860	NCR NAT DPR SD Lake Norman SP	60095383	SecurityGuard*GN03	14800	461680001	Appropriated	4654300000	7/1/15	12/31/99	100.00	4,706.00	29,120.00	-24,414.00		1.000	1.000
21023860	NCR NAT DPR SD Lake Norman SP	60095384	SecurityGuard*GN03	14800	461680001	Appropriated	4654300000	7/1/15	12/31/99	100.00	10,242.00	29,120.00	-18,878.00		1.000	1.000
21023860	NCR NAT DPR SD Lake Norman SP	60095385	AdminSpec1*GN06	14800	461680001	Appropriated	4654300000	7/1/15	12/31/99	100.00	2,362.00	24,960.00	-22,598.00		0.400	0.400
21023860	NCR NAT DPR SD Lake Norman SP	60095386	AdminAssoc1*GN03	14800	461680001	Appropriated	4654300000	4/7/18	12/31/99	100.00	16,640.00	0.00	16,640.00		1.000	1.000
21023860	NCR NAT DPR SD Lake Norman SP	60095387	AdminAssoc1*GN03	14800	461680001	Appropriated	4654300000	7/1/15	12/31/99	100.00	2,362.00	24,960.00	-22,598.00		0.400	0.400
21023860	NCR NAT DPR SD Lake Norman SP	60095388	SecurityGuard*GN03	14800	461680001	Appropriated	4654300000	7/1/15	12/31/99	100.00	4,755.00	29,120.00	-24,365.00		1.000	1.000
21023860	NCR NAT DPR SD Lake Norman SP	60095389	MusmTech1*GN05	14800	461680001	Appropriated	4654300000	7/1/15	12/31/99	100.00	4,755.00	29,120.00	-24,365.00		1.000	1.000
21023860	NCR NAT DPR SD Lake Norman SP	60095390	MusmTech1*GN05	14800	461680001	Appropriated	4654300000	7/1/15	12/31/99	100.00	4,755.00	29,120.00	-24,365.00		1.000	1.000
21023860	NCR NAT DPR SD Lake Norman SP	60095391	GUW*GN03	14800	461680001	Appropriated	4654300000	4/7/18	12/31/99	100.00	18,720.00	24,960.00	-6,240.00		1.000	1.000
21023860	NCR NAT DPR SD Lake Norman SP	60095392	AdminAssoc1*GN03	14800	461680001	Appropriated	4654300000	7/1/15	12/31/99	100.00	787.00	0.00	787.00		0.400	0.400
21023860	NCR NAT DPR SD Lake Norman SP	60095393	AdminAssoc1*GN03	14800	461680001	Appropriated	4654300000	4/7/18	12/31/99	100.00	18,720.00	0.00	18,720.00		1.000	1.000
21023860	NCR NAT DPR SD Lake Norman SP	60095394	SecurityCoord*GN04	14800	461680001	Appropriated	4654300000	7/1/15	12/31/99	100.00	4,755.00	33,280.00	-28,525.00		1.000	1.000
21023860	NCR NAT DPR SD Lake Norman SP	60095395	AdminSpec1*GN06	14800	461680001	Appropriated	4654300000	4/7/18	12/31/99	100.00	16,640.00	0.00	16,640.00		1.000	1.000
21023860	NCR NAT DPR SD Lake Norman SP	60096097	GUW*GN04	14800	461680001	Appropriated	4653300000	4/7/18	12/31/99	100.00	16,640.00	0.00	16,640.00		1.000	1.000
21023860	NCR NAT DPR SD Lake Norman SP	60096119	SecurityGuard*GN03	14800	461680001	Appropriated	4654300000	7/1/15	12/31/99	100.00	5,000.00	29,120.00	-24,120.00		1.000	1.000
21023860	NCR NAT DPR SD Lake Norman SP	60096120	AdminSpec1*GN06	14800	461680001	Appropriated	4654300000	7/1/15	12/31/99	100.00	5,000.00	29,120.00	-24,120.00		1.000	1.000
21023860	NCR NAT DPR SD Lake Norman SP	60096121	SecurityGuard*GN03	14800	461680001	Appropriated	4654300000	7/1/15	12/31/99	100.00	5,000.00	29,120.00	-24,120.00		1.000	1.000
21023860	NCR NAT DPR SD Lake Norman SP	65020704	Park Ranger II	14800	461680001	Appropriated	4654300000	7/1/21	12/31/99	100.00	46,258.00	0.00	46,258.00		1.000	1.000
21023860	NCR NAT DPR SD Lake Norman SP	65020707	Administrative Specialist II	14800	461680001	Appropriated	4654300000	7/1/22	12/31/99	100.00	36,833.00	36,833.00	0.00		1.000	1.000
21023860	NCR NAT DPR SD Lake Norman SP	65034246	Park Ranger I	14800	461680001	Appropriated	4654300000	6/16/22	12/31/99	100.00	41,498.00	0.00	41,498.00		1.000	1.000
21023861	NCR NAT DPR WD Mount Mitchell SP	60032835	Maintenance/Construction Technician IV	14800	461680001	Appropriated	4654800000	7/1/22	12/31/99	100.00	40,351.00	40,351.00	0.00		1.000	1.000
21023861	NCR NAT DPR WD Mount Mitchell SP	60032840	Parks Superintendent II	14800	461680005	Receipts	4654800000	7/1/22	12/31/99	100.00	60,053.00	60,053.00	0.00		1.000	1.000
21023861	NCR NAT DPR WD Mount Mitchell SP	60032862	Park Ranger II	14800	461680001	Appropriated	4654800000	7/1/22	12/31/99	100.00	41,698.00	41,698.00	0.00		1.000	1.000
21023861	NCR NAT DPR WD Mount Mitchell SP	60032964	Maintenance/Construction Technician II	14800	461680001	Appropriated	4654800000	7/1/22	12/31/99	100.00	35,562.00	35,562.00	0.00		1.000	1.000
21023861	NCR NAT DPR WD Mount Mitchell SP	60033111	Administrative Specialist II	14800	461680005	Receipts	4657000000	7/1/22	12/31/99	100.00	37,577.00	35,575.00	2,002.00		1.000	1.000
21023861	NCR NAT DPR WD Mount Mitchell SP	60033207	Park Ranger I	14800	461680001	Appropriated	4654800000	7/1/21	12/31/99	100.00	38,158.00	0.00	38,158.00		1.000	1.000
21023861	NCR NAT DPR WD Mount Mitchell SP	60033208	Park Ranger I	14800	461680001	Appropriated	4654800000	7/1/22	12/31/99	100.00	36,673.00	36,673.00	0.00		1.000	1.000
21023861	NCR NAT DPR WD Mount Mitchell SP	60095417	GUW*GN03 (Lead)	14800	461680001	Appropriated	4654800000	4/7/18	12/31/99	100.00	18,720.00	0.00	18,720.00		1.000	1.000
21023861	NCR NAT DPR WD Mount Mitchell SP	60095418	GUW*GN04	14800	461680001	Appropriated	4654800000	7/1/15	12/31/99	100.00	6,399.00	0.00	6,399.00		1.000	1.000
21023861	NCR NAT DPR WD Mount Mitchell SP	60095419	GUW*GN04	14800	461680001	Appropriated	4654800000	7/1/15	12/31/99	100.00	6,396.00	24,960.00	-18,564.00		1.000	1.000
21023861	NCR NAT DPR WD Mount Mitchell SP	60095420	AdminAssoc1*GN03 (Lead)	14800	461680001	Appropriated	4654800000	7/1/15	12/31/99	100.00	9,213.00	31,200.00	-21,987.00		1.000	1.000
21023861	NCR NAT DPR WD Mount Mitchell SP	60095421	AdminAssoc1*GN03	14800	461680001	Appropriated	4654800000	7/1/15	12/31/99	100.00	3,690.00	0.00	3,690.00		1.000	1.000
21023861	NCR NAT DPR WD Mount Mitchell SP	60095422	AdminAssoc1*GN03	14800	461680001	Appropriated	4654800000	7/1/15	12/31/99	100.00	3,690.00	24,960.00	-21,270.00		1.000	1.000
21023861	NCR NAT DPR WD Mount Mitchell SP	60095423	AdminAssoc1*GN03	14800	461680001	Appropriated	4654800000	7/1/15	12/31/99	100.00	3,690.00	24,960.00	-21,270.00		1.000	1.000
21023861	NCR NAT DPR WD Mount Mitchell SP	60095424	AdminAssoc1*GN03	14800	461680001	Appropriated	4654800000	7/1/15	12/31/99	100.00	3,690.00	24,960.00	-21,270.00		1.000	1.000
21023861	NCR NAT DPR WD Mount Mitchell SP	60095425	GUW*GN04	14800	461680001	Appropriated	4654800000	7/1/15	12/31/99	100.00	3,690.00	24,960.00	-21,270.00		1.000	1.000
21023861	NCR NAT DPR WD Mount Mitchell SP	60095426	GUW*GN04	14800	461680001	Appropriated	4654800000	7/1/15	12/31/99	100.00	3,690.00	24,960.00	-21,270.00		1.000	1.000
21023861	NCR NAT DPR WD Mount Mitchell SP	60095427	GUW*GN04	14800	461680001	Appropriated	4654800000	7/1/15	12/31/99	100.00	984.00	0.00	984.00		1.000	1.000
21023861	NCR NAT DPR WD Mount Mitchell SP	60095428	GUW*GN04	14800	461680001	Appropriated	4654800000	7/1/15	12/31/99	100.00	984.00	0.00	984.00		1.000	1.000
21023861	NCR NAT DPR WD Mount Mitchell SP	60095429	AdminAssoc1*GN03	14800	461680001	Appropriated	4654800000	7/1/15	12/31/99	100.00	3,690.00	24,960.00	-21,270.00		1.000	1.000
21023861	NCR NAT DPR WD Mount Mitchell SP	60095430	AdminAssoc1*GN03	14800	461680001	Appropriated	4654800000	7/1/15	12/31/99	100.00	6,986.00	0.00	6,986.00		1.000	1.000
21023861	NCR NAT DPR WD Mount Mitchell SP	60095431	AdminAssoc1*GN03	14800	461680001	Appropriated	4654800000	7/1/15	12/31/99	100.00	6,396.00	0.00	6,396.00		1.000	1.000
21023861	NCR NAT DPR WD Mount Mitchell SP	60095432	AdminSpec1*GN06	14800	461680001	Appropriated	4654800000	4/7/18	12/31/99	100.00	18,720.00	29,120.00	-10,400.00		1.000	1.000
21023861	NCR NAT DPR WD Mount Mitchell SP	60095434	GUW*GN04	14800	461680001	Appropriated	4654800000	7/1/15	12/31/99	100.00	2,952.00	0.00	2,952.00		1.000	1.000
21023861	NCR NAT DPR WD Mount Mitchell SP	60095435	AdminAssoc1*GN03	14800	461680001	Appropriated	4654800000	7/1/15	12/31/99	100.00	2,558.00	0.00	2,558.00		1.000	1.000
21023861	NCR NAT DPR WD Mount Mitchell SP	60095436	AdminAssoc1*GN03	14800	461680001	Appropriated	4654800000	7/1/15	12/31/99	100.00	3,322.00	0.00	3,322.00		0.400	0.400
21023861	NCR NAT DPR WD Mount Mitchell SP	60095843	GUW*GN04	14800	461680001	Appropriated	4654800000	7/1/15	12/31/99	100.00	7,197.00	0.00	7,197.00		1.000	1.000
21023861	NCR NAT DPR WD Mount Mitchell SP	60095844	HistIntrprtr1*GN05	14800	461680001	Appropriated	4654800000	7/1/15	12/31/99	100.00	7,197.00	31,200.00	-24,003.00		1.000	1.000
21023861	NCR NAT DPR WD Mount Mitchell SP	60096132	HistIntrprtr1*GN05	14800	461680001	Appropriated	4654800000	7/1/15	12/31/99	100.00	5,000.00	0.00	5,000.00		1.000	1.000
21023861	NCR NAT DPR WD Mount Mitchell SP	60096133	MusmCurator1*GN11	14800	461680001	Appropriated	4654800000	7/1/15	12/31/99	100.00	5,000.00	0.00	5,000.00		1.000	1.000
21023861	NCR NAT DPR WD Mount Mitchell SP	65026496	Park Ranger II	14800	461680001	Appropriated	4654800000	7/1/22	12/31/99	100.00	50,021.00	50,021.00	0.00		1.000	1.000
21023862	NCR NAT DPR SD Morrow Mountain SP	60032839	Parks Superintendent III	14800	461680001	Appropriated	4654600000	7/1/22	12/31/99	100.00	69,506.00	69,506.00	0.00		1.000	1.000
21023862	NCR NAT DPR SD Morrow Mountain SP	60032860	Park Ranger I	14800	461680001	Appropriated	4654600000	7/1/22	12/31/99	100.00	39,494.00	39,494.00	0.00		1.000	1.000
21023862	NCR NAT DPR SD Morrow Mountain SP	60032861	Park Ranger II	14800	461680001	Appropriated	4654600000	7/1/22	12/31/99	100.00	46,326.00	46,326.00	0.00		1.000	1.000
21023862	NCR NAT DPR SD Morrow Mountain SP	60032921	Maintenance/Construction Technician III	14800	461680001	Appropriated	4654600000	7/1/21	12/31/99	100.00	45,036.00	0.00	45,036.00		1.000	1.000
21023862	NCR NAT DPR SD Morrow Mountain SP	60032929	Administrative Specialist I	14800	461680001	Appropriated	4654600000	7/1/22	12/31/99	100.00	34,776.00	34,776.00	0.00		1.000	1.000
21023862	NCR NAT DPR SD Morrow Mountain SP	60032963	Maintenance/Construction Supervisor I	14800	461680001	Appropriated	4654600000	7/1/22	12/31/99	100.00	40,965.00	40,965.00	0.00		1.000	1.000
21023862	NCR NAT DPR SD Morrow Mountain SP	60033027	Park Ranger I	14800	461680001	Appropriated	4653900000	7/1/22	12/31/99	100.00	36,673.00	36,673.00	0.00		1.000	1.000
21023862	NCR NAT DPR SD Morrow Mountain SP	60033169	Administrative Specialist II	14800	461680001	Appropriated	4654600000	7/1/22	12/31/99	100.00	35,564.00	35,564.00	0.00		1.000	1.000
21023862	NCR NAT DPR SD Morrow Mountain SP	60033171	Park Ranger II	14800	461680001	Appropriated	4654600000	7/1/22	12/31/99	100.00	49,064.00	49,064.00	0.00		1.000	1.000
21023862	NCR NAT DPR SD Morrow Mountain SP	60033206	Maintenance/Construction Technician II	14800	461680001	Appropriated	4654600000	7/1/22	12/31/99	100.00	36,451.00	36,451.00	0.00		1.000	1.000
21023862	NCR NAT DPR SD Morrow Mountain SP	60093993	AdminSpec1*GN06	14800	461680001	Appropriated	4654600000	2/19/22	12/31/99	100.00	29,120.00	0.00	29,120.00		1.000	1.000
21023862	NCR NAT DPR SD Morrow Mountain SP	60095167	SecurityGuard*GN03	14800	461680001	Appropriated	4653300000	7/1/15	12/31/99	100.00	5,400.00	0.00	5,400.00		1.000	1.000
21023862	NCR NAT DPR SD Morrow Mountain SP	60095184	GUW*GN03	14800	461680001	Appropriated	4654600000	4/7/18	12/31/99	100.00	18,720.00	29,120.00	-10,400.00		1.000	1.000
21023862	NCR NAT DPR SD Morrow Mountain SP	60095437	GUW*GN03	14800	461680001	Appropriated	4654600000	2/19/22	12/31/99	100.00	24,960.00	24,960.00	0.00		0.400	0.400
21023862	NCR NAT DPR SD Morrow Mountain SP	60095438	GUW*GN03	14800	461680001	Appropriated	4654600000	4/3/21	12/31/99	100.00	20,800.00	24,960.00	-4,160.00		1.000	1.000
21023862	NCR NAT DPR SD Morrow Mountain SP	60095440	SecurityCoord*GN04	14800	461680001	Appropriated	4654600000	7/1/15	12/31/99	100.00	5,580.00	0.00	5,580.00		1.000	1.000
21023862	NCR NAT DPR SD Morrow Mountain SP	60095441	SecurityGuard*GN03	14800	461680001	Appropriated	4654600000	7/1/15	12/31/99	100.00	5,400.00	0.00	5,400.00		1.000	1.000
21023862	NCR NAT DPR SD Morrow Mountain SP	60095442	SecurityGuard*GN03	14800	461680001	Appropriated	4654600000	7/1/15	12/31/99	100.00	5,400.00	0.00	5,400.00		1.000	1.000
21023862	NCR NAT DPR SD Morrow Mountain SP	60095443	SecurityGuard*GN03	14800	461680001	Appropriated	4654600000	7/1/15	12/31/99	100.00	5,400.00	0.00	5,400.00		1.000	1.000
21023862	NCR NAT DPR SD Morrow Mountain SP	60095444	Boathouse Manager*GN03	14800	461680001	Appropriated	4654600000	4/7/18	12/31/99	100.00	18,720.00	29,120.00	-10,400.00		1.000	1.000
21023862	NCR NAT DPR SD Morrow Mountain SP	60095445	AdminAssoc1*GN03	14800	461680001	Appropriated	4654600000	7/1/15	12/31/99	100.00	4,458.00	0.00	4,458.00		1.000	1.000
21023862	NCR NAT DPR SD Morrow Mountain SP	60095446	AdminAssoc1*GN03	14800	461680001	Appropriated	4654600000	1/1/21	12/31/99	100.00	16,640.00	24,960.00	-8,320.00		1.000	1.000
21023862	NCR NAT DPR SD Morrow Mountain SP	60095447	GUW*GN03	14800	461680001	Appropriated	4654600000	4/3/21	12/31/99	100.00	20,800.00	24,960.00	-4,160.00		1.000	1.000
21023862	NCR NAT DPR SD Morrow Mountain SP	60095448	AdminAssoc1*GN03	14800	461680001	Appropriated	4654600000	4/3/21	12/31/99	100.00	20,800.00	24,960.00	-4,160.00		1.000	1.000
21023862	NCR NAT DPR SD Morrow Mountain SP	60095449	AdminAssoc1*GN03	14800	461680001	Appropriated	4654600000	4/7/18	12/31/99	100.00	16,640.00	24,960.00	-8,320.00		1.000	1.000
21023862	NCR NAT DPR SD Morrow Mountain SP	60095450	GUW*GN04	14800	461680001	Appropriated	4654600000	2/19/22	12/31/99	100.00	24,960.00	24,960.00	0.00		1.000	1.000
21023862	NCR NAT DPR SD Morrow Mountain SP	60095451	SecurityGuard*GN03	14800	461680001	Appropriated	4654600000	7/1/15	12/31/99	100.00	5,400.00	0.00	5,400.00		1.000	1.000
21023862	NCR NAT DPR SD Morrow Mountain SP	60095452	GUW*GN03	14800	461680001	Appropriated	4654600000	4/3/21	12/31/99	100.00	20,800.00	0.00	20,800.00		1.000	1.000
21023862	NCR NAT DPR SD Morrow Mountain SP	60095453	AdminAssoc1*GN03	14800	461680001	Appropriated	4654600000	4/7/18	12/31/99	100.00	16,640.00	24,960.00	-8,320.00		0.400	0.400
21023862	NCR NAT DPR SD Morrow Mountain SP	60095454	AdminAssoc1*GN03	14800	461680001	Appropriated	4654600000	4/7/18	12/31/99	100.00	16,640.00	24,960.00	-8,320.00		0.400	0.400
21023862	NCR NAT DPR SD Morrow Mountain SP	60095455	AdminAssoc1*GN03	14800	461680001	Appropriated	4654600000	4/7/18	12/31/99	100.00	16,640.00	0.00	16,640.00		0.400	0.400
21023862	NCR NAT DPR SD Morrow Mountain SP	60095456	AdminAssoc1*GN03	14800	461680001	Appropriated	4654600000	7/1/15	12/31/99	100.00	2,362.00	0.00	2,362.00		0.400	0.400
21023862	NCR NAT DPR SD Morrow Mountain SP	60095457	MusmCurator1*GN10	14800	461680001	Appropriated	4654600000	7/1/15	12/31/99	100.00	2,362.00	24,960.00	-22,598.00		0.400	0.400
21023862	NCR NAT DPR SD Morrow Mountain SP	60095458	SecurityGuard*GN03	14800	461680001	Appropriated	4654600000	7/1/15	12/31/99	100.00	3,456.00	0.00	3,456.00		0.400	0.400
21023862	NCR NAT DPR SD Morrow Mountain SP	60095845	SecurityGuard*GN03	14800	461680001	Appropriated	4654600000	7/1/15	12/31/99	100.00	5,400.00	0.00	5,400.00		1.000	1.000
21023862	NCR NAT DPR SD Morrow Mountain SP	65034239	Park Ranger I	14800	461680001	Appropriated	4654600000	7/1/21	12/31/99	100.00	46,713.00	0.00	46,713.00		1.000	1.000
21023862	NCR NAT DPR SD Morrow Mountain SP	65034240	Maintenance/Construction Technician III	14800	461680001	Appropriated	4654600000	7/1/21	12/31/99	100.00	46,713.00	0.00	46,713.00		1.000	1.000
21023863	NCR NAT DPR WD Mount Jefferson SNA	60032812	Park Ranger I	14800	461680001	Appropriated	4654900000	7/1/22	12/31/99	100.00	38,530.00	38,530.00	0.00		1.000	1.000
21023863	NCR NAT DPR WD Mount Jefferson SNA	60032896	Park Ranger II	14800	461680001	Appropriated	4654700000	7/1/21	12/31/99	100.00	46,116.00	0.00	46,116.00		1.000	1.000
21023863	NCR NAT DPR WD Mount Jefferson SNA	60032910	Parks Superintendent IV	14800	461680001	Appropriated	4654900000	7/1/21	12/31/99	100.00	55,311.00	0.00	55,311.00		1.000	1.000
21023863	NCR NAT DPR WD Mount Jefferson SNA	60032940	Park Ranger I	14800	461680001	Appropriated	4654900000	7/1/22	12/31/99	100.00	49,388.00	49,388.00	0.00		1.000	1.000
21023863	NCR NAT DPR WD Mount Jefferson SNA	60032971	Maintenance/Construction Technician III	14800	461680001	Appropriated	4654700000	7/1/22	12/31/99	100.00	41,795.00	41,795.00	0.00		1.000	1.000
21023863	NCR NAT DPR WD Mount Jefferson SNA	60032976	Maintenance/Construction Technician I	14800	461680001	Appropriated	4654900000	7/1/22	12/31/99	100.00	34,776.00	34,776.00	0.00		1.000	1.000
21023863	NCR NAT DPR WD Mount Jefferson SNA	60032993	Administrative Associate II	14800	461680001	Appropriated	4654700000	7/1/22	12/31/99	100.00	17,388.00	17,388.00	0.00	0.500		0.500
21023863	NCR NAT DPR WD Mount Jefferson SNA	60032995	Administrative Specialist I	14800	461680001	Appropriated	4654900000	7/1/22	12/31/99	100.00	34,776.00	34,776.00	0.00		1.000	1.000
21023863	NCR NAT DPR WD Mount Jefferson SNA	60033024	Administrative Specialist I	14800	461680001	Appropriated	4654900000	7/1/22	12/31/99	100.00	34,776.00	34,776.00	0.00		1.000	1.000
21023863	NCR NAT DPR WD Mount Jefferson SNA	60033025	Maintenance/Construction Technician III	14800	461680001	Appropriated	4654900000	7/1/22	12/31/99	100.00	40,449.00	40,449.00	0.00		1.000	1.000
21023863	NCR NAT DPR WD Mount Jefferson SNA	60033026	Park Ranger II	14800	461680001	Appropriated	4654900000	7/1/22	12/31/99	100.00	50,018.00	50,018.00	0.00		1.000	1.000
21023863	NCR NAT DPR WD Mount Jefferson SNA	60033067	Park Ranger II	14800	461680001	Appropriated	4654900000	7/2/21	12/31/99	100.00	45,177.00	0.00	45,177.00		1.000	1.000
21023863	NCR NAT DPR WD Mount Jefferson SNA	60033193	Park Ranger I	14800	461680001	Appropriated	4654700000	7/1/22	12/31/99	100.00	39,494.00	39,494.00	0.00		1.000	1.000
21023863	NCR NAT DPR WD Mount Jefferson SNA	60033233	Park Ranger I	14800	461680001	Appropriated	4654900000	7/1/22	12/31/99	100.00	44,095.00	44,095.00	0.00		1.000	1.000
21023863	NCR NAT DPR WD Mount Jefferson SNA	60033234	Maintenance/Construction Technician II	14800	461680001	Appropriated	4654900000	7/1/22	12/31/99	100.00	35,562.00	35,562.00	0.00		1.000	1.000
21023863	NCR NAT DPR WD Mount Jefferson SNA	60095414	GUW*GN03	14800	461680001	Appropriated	4654700000	4/3/21	12/31/99	100.00	20,800.00	29,120.00	-8,320.00		1.000	1.000
21023863	NCR NAT DPR WD Mount Jefferson SNA	60095415	GUW*GN04	14800	461680001	Appropriated	4654900000	7/1/15	12/31/99	100.00	4,458.00	29,120.00	-24,662.00		1.000	1.000
21023863	NCR NAT DPR WD Mount Jefferson SNA	60095416	MusmTech1*GN05	14800	461680001	Appropriated	4654700000	7/1/15	12/31/99	100.00	4,458.00	0.00	4,458.00		1.000	1.000
21023863	NCR NAT DPR WD Mount Jefferson SNA	60095459	GUW*GN04	14800	461680001	Appropriated	4654900000	7/1/15	12/31/99	100.00	10,795.00	0.00	10,795.00		1.000	1.000
21023863	NCR NAT DPR WD Mount Jefferson SNA	60095460	AdminSpec1*GN06	14800	461680001	Appropriated	4654900000	1/1/21	12/31/99	100.00	10,795.00	0.00	10,795.00		1.000	1.000
21023863	NCR NAT DPR WD Mount Jefferson SNA	60095461	AdminSpec1*GN06	14800	461680001	Appropriated	4680300000	1/1/21	12/31/99	100.00	18,720.00	29,120.00	-10,400.00		1.000	1.000
21023863	NCR NAT DPR WD Mount Jefferson SNA	60095462	GUW*GN04	14800	461680001	Appropriated	4654900000	4/7/18	12/31/99	100.00	16,640.00	0.00	16,640.00		1.000	1.000
21023863	NCR NAT DPR WD Mount Jefferson SNA	60095463	GUW*GN04	14800	461680001	Appropriated	4654900000	7/1/15	12/31/99	100.00	3,690.00	24,960.00	-21,270.00		1.000	1.000
21023863	NCR NAT DPR WD Mount Jefferson SNA	60095464	GUW*GN04	14800	461680001	Appropriated	4654900000	7/1/15	12/31/99	100.00	3,690.00	24,960.00	-21,270.00		1.000	1.000
21023863	NCR NAT DPR WD Mount Jefferson SNA	60095465	GUW*GN03	14800	461680001	Appropriated	4654900000	4/3/21	12/31/99	100.00	20,800.00	24,960.00	-4,160.00		1.000	1.000
21023863	NCR NAT DPR WD Mount Jefferson SNA	60095466	GUW*GN03	14800	461680001	Appropriated	4654900000	4/3/21	12/31/99	100.00	20,800.00	0.00	20,800.00		1.000	1.000
21023863	NCR NAT DPR WD Mount Jefferson SNA	60095467	GUW*GN03 Park Attendant	14800	461680001	Appropriated	4654900000	2/19/22	12/31/99	100.00	24,960.00	24,960.00	0.00		1.000	1.000
